strategy_name,cost_bps,observations,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown
walkforward_hmm_regime_strategy,0,3322,2.221692200384022,0.09280380205105199,0.09805972358687728,0.9542658734410848,-0.25096929183652206
walkforward_hmm_regime_strategy,10,3322,2.111840358510325,0.08993165510042567,0.09806566443608243,0.9273692720145512,-0.25203497994329227
walkforward_hmm_regime_strategy,25,3322,1.9540275191525671,0.08563707647537266,0.09807879848726202,0.8869922885377397,-0.2536308215739588
kmeans_regime_strategy,0,3321,0.8703721103554753,0.048658555371221546,0.08743078702141571,0.5873389152450984,-0.32366979737031965
kmeans_regime_strategy,10,3321,0.4462059789908521,0.028391280190472434,0.08753414358185667,0.36377302862368655,-0.37262526377971816
kmeans_regime_strategy,25,3321,-0.016907709923639103,-0.0012931029467854183,0.08783366617290893,0.02936397849463529,-0.46819086220012684
