portfolio_name,observations,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown
walkforward_hmm_regime_strategy,3322,1.2651164493814648,0.06398726097972607,0.0835905747125184,0.7839090762449776,-0.26491664954440786
equal_weight_4_asset,3322,1.3427224724218099,0.06670972140561005,0.08143620769790279,0.8338386283836305,-0.2163358883048444
fixed_60_40_stock_bond,3322,2.3037009738855376,0.09488955914294017,0.10227789332739658,0.9376831703358719,-0.2409099528457841
