portfolio_name,portfolio_type,description,is_primary_strategy,uses_probabilities,uses_confidence_gate,uses_optimizer,observations,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,delta_cumulative_return_vs_hard_label,delta_sharpe_ratio_vs_hard_label,delta_cumulative_return_vs_equal_weight,delta_sharpe_ratio_vs_equal_weight,delta_cumulative_return_vs_fixed_60_40,delta_sharpe_ratio_vs_fixed_60_40
hard_label_fixed_map,strategy,Legacy hard-label strategy using the existing hand-picked regime map.,False,False,False,False,3322,1.2651164493814648,0.06398726097972607,0.0835905747125184,0.7839090762449776,-0.26491664954440786,0.0,0.0,-0.07760602304034503,-0.04992955213865291,-1.0385845245040728,-0.15377409409089426
probability_weighted_fixed_templates,strategy,Probability-weighted version of the legacy hand-picked templates using the predictive HMM state probabilities directly.,False,True,False,False,3322,1.4312165054766828,0.0697142403207216,0.08264784786372956,0.8568727469414004,-0.25582889503305883,0.16610005609521794,0.07296367069642273,0.08849403305487291,0.023034118557769823,-0.8724844684088549,-0.08081042339447153
benchmark_relative_tilt,strategy,Probability-weighted benchmark-relative tilt around the fixed 60/40 stock-bond base.,False,True,False,False,3322,2.191908164547059,0.0920341314563522,0.09725246391890843,0.9541320272194047,-0.25643462855993504,0.926791715165594,0.17022295097442708,0.849185692125249,0.12029339883577417,-0.1117928093384788,0.016448856883532814
benchmark_relative_tilt_confidence_gate,strategy,Benchmark-relative tilt with a confidence gate that shrinks low-conviction signals back toward the fixed 60/40 base.,True,True,True,False,3322,2.221692200384022,0.09280380205105199,0.09805972358687728,0.9542658734410848,-0.25096929183652206,0.956575751002557,0.1703567971961072,0.878969727962212,0.12042724505745428,-0.08200877350151581,0.016582703105212926
equal_weight_4_asset,benchmark,Static benchmark portfolio.,False,False,False,False,3322,1.3427224724218099,0.06670972140561005,0.08143620769790279,0.8338386283836305,-0.2163358883048444,,,,,,
fixed_60_40_stock_bond,benchmark,Static benchmark portfolio.,False,False,False,False,3322,2.3037009738855376,0.09488955914294017,0.10227789332739658,0.9376831703358719,-0.2409099528457841,,,,,,
